atk,df,hp,spAtk,spDf,spd,中文名稱,全國編號,初始親密,夢特1,孵化步數,屬性,性別比例,捕捉機率,日文名稱,特性1,特性2,總經驗值,英文名稱,蛋組,身高,進化0,進化1,阿羅拉,體重,屬性1,屬性2
75.0,70.0,50.0,35.0,70.0,48.0,滑滑小子,559.0,35,威嚇,3840.0,惡 / 格,♂ 1 : ♀ 1,180.0,ズルッグ,蛻皮,自信過度,1000000.0,Scraggy,陸上類 / 龍類,"0.6m / 2'00""",559滑滑小子→560頭巾混混進化條件：Level 39,,---,11.8kg / 26lbs,惡 , 格
90.0,115.0,65.0,45.0,115.0,58.0,頭巾混混,560.0,70,威嚇,3840.0,惡 / 格,♂ 1 : ♀ 1,90.0,ズルズキン,蛻皮,自信過度,1000000.0,Scrafty,陸上類 / 龍類,"1.1m / 3'07""",559滑滑小子→560頭巾混混進化條件：Level 39,,---,30kg / 66.1lbs,惡 , 格
58.0,80.0,72.0,103.0,80.0,97.0,象徵鳥,561.0,70,有色眼鏡,5120.0,超 / 飛,♂ 1 : ♀ 1,45.0,シンボラー,魔法防守,奇跡皮膚,1000000.0,Sigilyph,飛行類,"1.4m / 4'07""",,,---,14kg / 30.9lbs,超 , 飛
30.0,85.0,38.0,55.0,65.0,30.0,哭哭面具,562.0,70,沒有隱藏特性,6400.0,鬼,♂ 1 : ♀ 1,190.0,デスマス,木乃伊,,1000000.0,Yamask,礦物類 / 不定形類,"0.5m / 1'08""",562哭哭面具→563死神棺進化條件：Level 34,,---,1.5kg / 3.3lbs,鬼,
50.0,145.0,58.0,95.0,105.0,30.0,死神棺,563.0,70,沒有隱藏特性,6400.0,鬼,♂ 1 : ♀ 1,90.0,デスカーン,木乃伊,,1000000.0,Cofagrigus,礦物類 / 不定形類,"1.7m / 5'07""",562哭哭面具→563死神棺進化條件：Level 34,,---,76.5kg / 168.7lbs,鬼,
78.0,103.0,54.0,53.0,45.0,22.0,原蓋海龜,564.0,70,悠游自如,7680.0,水 / 岩,♂ 7 : ♀ 1,45.0,プロトーガ,結實,堅硬岩石,1000000.0,Tirtouga,水中類1 / 水中類3,"0.7m / 2'04""",564原蓋海龜→565肋骨海龜進化條件：Level 37,,194,16.5kg / 36.4lbs,水 , 岩
108.0,133.0,74.0,83.0,65.0,32.0,肋骨海龜,565.0,70,悠游自如,7680.0,水 / 岩,♂ 7 : ♀ 1,45.0,アバゴーラ,結實,堅硬岩石,1000000.0,Carracosta,水中類1 / 水中類3,"1.2m / 3'11""",564原蓋海龜→565肋骨海龜進化條件：Level 37,,195,81kg / 178.6lbs,水 , 岩
112.0,45.0,55.0,74.0,45.0,70.0,始祖小鳥,566.0,70,沒有隱藏特性,7680.0,岩 / 飛,♂ 7 : ♀ 1,45.0,アーケン,軟弱,,1000000.0,Archen,飛行類 / 水中類3,"0.5m / 1'08""",566始祖小鳥→567始祖大鳥進化條件：Level 37,,192,9.5kg / 20.9lbs,岩 , 飛
140.0,65.0,75.0,112.0,65.0,110.0,始祖大鳥,567.0,70,沒有隱藏特性,7680.0,岩 / 飛,♂ 7 : ♀ 1,45.0,アーケオス,軟弱,,1000000.0,Archeops,飛行類 / 水中類3,"1.4m / 4'07""",566始祖小鳥→567始祖大鳥進化條件：Level 37,,193,32kg / 70.5lbs,岩 , 飛
50.0,62.0,50.0,40.0,62.0,65.0,破破袋,568.0,70,引爆,5120.0,毒,♂ 1 : ♀ 1,190.0,ヤブクロン,惡臭,,1000000.0,Trubbish,礦物類,"0.6m / 2'00""",568破破袋→569灰塵山進化條件：Level 36,,206,31kg / 68.3lbs,毒,
95.0,82.0,80.0,60.0,82.0,75.0,灰塵山,569.0,70,引爆,5120.0,毒,♂ 1 : ♀ 1,60.0,ダストダス,惡臭,,1000000.0,Garbodor,,"1.9m / 6'03""",568破破袋→569灰塵山進化條件：Level 36,,207,107.3kg / 236.6lbs,毒,
65.0,40.0,40.0,80.0,40.0,65.0,索羅亞,570.0,70,沒有隱藏特性,6400.0,惡,♂ 7 : ♀ 1,75.0,ゾロア,幻覺,,1059860.0,Zorua,陸上類,"0.7m / 2'04""",570索羅亞→571索羅亞克進化條件：Level 30,,---,12.5kg / 27.6lbs,惡,
105.0,60.0,60.0,120.0,60.0,105.0,索羅亞克,571.0,70,沒有隱藏特性,5120.0,惡,♂ 7 : ♀ 1,45.0,ゾロアーク,幻覺,,1059860.0,Zoroark,陸上類,"1.6m / 5'03""",570索羅亞→571索羅亞克進化條件：Level 30,,---,81.1kg / 178.8lbs,惡,
50.0,40.0,55.0,40.0,40.0,75.0,泡沫栗鼠,572.0,70,連續攻擊,3840.0,普,♂ 1 : ♀ 3,255.0,チラーミィ,迷人之軀,,800000.0,Minccino,陸上類,"0.4m / 1'04""",,,---,5.8kg / 12.8lbs,普,
95.0,60.0,75.0,65.0,60.0,115.0,奇諾栗鼠,573.0,70,連續攻擊,3840.0,普,♂ 1 : ♀ 3,60.0,チラチーノ,迷人之軀,,800000.0,Cinccino,陸上類,"0.5m / 1'08""",拍擊基礎種子機關槍基礎岩石爆擊基礎幫助基礎,撓癢基礎唱歌基礎掃尾拍打,---,7.5kg / 16.5lbs,普,
30.0,50.0,45.0,55.0,65.0,45.0,哥德寶寶,574.0,70,踩影,5120.0,超,♂ 1 : ♀ 3,200.0,ゴチム,察覺,好勝,1059860.0,Gothita,人型類,"0.4m / 1'04""",574哥德寶寶→575哥德小童進化條件：Level 32,575哥德小童→576哥德小姐進化條件：Level 41,---,5.8kg / 12.8lbs,超,
45.0,70.0,60.0,75.0,85.0,55.0,哥德小童,575.0,70,踩影,5120.0,超,♂ 1 : ♀ 3,100.0,ゴチミル,察覺,好勝,1059860.0,Gothorita,人型類,"0.7m / 2'04""",574哥德寶寶→575哥德小童進化條件：Level 32,575哥德小童→576哥德小姐進化條件：Level 41,---,18kg / 39.7lbs,超,
55.0,95.0,70.0,95.0,110.0,65.0,哥德小姐,576.0,70,踩影,5120.0,超,♂ 1 : ♀ 3,50.0,ゴチルゼル,察覺,好勝,1059860.0,Gothitelle,人型類,"1.5m / 4'11""",574哥德寶寶→575哥德小童進化條件：Level 32,575哥德小童→576哥德小姐進化條件：Level 41,---,44kg / 97lbs,超,
30.0,40.0,45.0,105.0,50.0,20.0,單卵細胞球,577.0,70,再生力,5120.0,超,♂ 1 : ♀ 1,200.0,ユニラン,魔法防守,防塵,1059860.0,Solosis,不定形類,"0.3m / 1'00""",577單卵細胞球→578雙卵細胞球進化條件：Level 32,578雙卵細胞球→579人造細胞卵進化條件：Level 41,---,1kg / 2.2lbs,超,
40.0,50.0,65.0,125.0,60.0,30.0,雙卵細胞球,578.0,70,再生力,5120.0,超,♂ 1 : ♀ 1,100.0,ダブラン,魔法防守,防塵,1059860.0,Duosion,不定形類,"0.6m / 2'00""",577單卵細胞球→578雙卵細胞球進化條件：Level 32,578雙卵細胞球→579人造細胞卵進化條件：Level 41,---,8kg / 17.6lbs,超,
65.0,75.0,110.0,125.0,85.0,30.0,人造細胞卵,579.0,70,再生力,5120.0,超,♂ 1 : ♀ 1,50.0,ランクルス,魔法防守,防塵,1059860.0,Reuniclus,不定形類,"1m / 3'03""",577單卵細胞球→578雙卵細胞球進化條件：Level 32,578雙卵細胞球→579人造細胞卵進化條件：Level 41,---,20.1kg / 44.3lbs,超,
44.0,50.0,62.0,44.0,50.0,55.0,鴨寶寶,580.0,70,濕潤之軀,5120.0,水 / 飛,♂ 1 : ♀ 1,190.0,コアルヒー,銳利目光,,1000000.0,Ducklett,水中類1 / 飛行類,"0.5m / 1'08""",580鴨寶寶→581舞天鵝進化條件：Level 35,,---,5.5kg / 12.1lbs,水 , 飛
87.0,63.0,75.0,87.0,63.0,98.0,舞天鵝,581.0,70,濕潤之軀,5120.0,水 / 飛,♂ 1 : ♀ 1,45.0,スワンナ,銳利目光,,1000000.0,Swanna,水中類1 / 飛行類,"1.3m / 4'03""",580鴨寶寶→581舞天鵝進化條件：Level 35,,---,24.2kg / 53.4lbs,水 , 飛
50.0,50.0,36.0,65.0,60.0,44.0,迷你冰,582.0,70,碎裂鎧甲,5120.0,冰,♂ 1 : ♀ 1,255.0,バニプッチ,雪隱,,1250000.0,Vanillite,礦物類,"0.4m / 1'04""",582迷你冰→583多多冰進化條件：Level 35,583多多冰→584雙倍多多冰進化條件：Level 47,255,5.7kg / 12.6lbs,冰,
65.0,65.0,51.0,80.0,75.0,59.0,多多冰,583.0,70,碎裂鎧甲,5120.0,冰,♂ 1 : ♀ 1,120.0,バニリッチ,雪隱,,1250000.0,Vanillish,礦物類,"1.1m / 3'07""",582迷你冰→583多多冰進化條件：Level 35,583多多冰→584雙倍多多冰進化條件：Level 47,256,41kg / 90.4lbs,冰,
95.0,85.0,71.0,110.0,95.0,79.0,雙倍多多冰,584.0,70,碎裂鎧甲,5120.0,冰,♂ 1 : ♀ 1,45.0,バイバニラ,冰凍之軀,降雪,1250000.0,Vanilluxe,礦物類,"1.3m / 4'03""",582迷你冰→583多多冰進化條件：Level 35,583多多冰→584雙倍多多冰進化條件：Level 47,257,57.5kg / 126.8lbs,冰,
60.0,50.0,60.0,40.0,50.0,75.0,四季鹿,585.0,70,天恩,5120.0,普 / 草,♂ 1 : ♀ 1,190.0,シキジカ,葉綠素,食草,1000000.0,Deerling,陸上類,"0.6m / 2'00""",585四季鹿→586萌芽鹿進化條件：Level 34,,---,19.5kg / 43lbs,普 , 草
100.0,70.0,80.0,60.0,70.0,95.0,萌芽鹿,586.0,70,天恩,5120.0,普 / 草,♂ 1 : ♀ 1,75.0,メブキジカ,葉綠素,食草,1000000.0,Sawsbuck,陸上類,"1.9m / 6'03""",585四季鹿→586萌芽鹿進化條件：Level 34,,---,92.5kg / 203.9lbs,普 , 草
75.0,60.0,55.0,75.0,60.0,103.0,電飛鼠,587.0,70,電氣引擎,5120.0,電 / 飛,♂ 1 : ♀ 1,200.0,エモンガ,靜電,,1000000.0,Emolga,陸上類,"0.4m / 1'04""",,,274,5kg / 11lbs,電 , 飛
75.0,45.0,50.0,40.0,45.0,60.0,蓋蓋蟲,588.0,70,無防守,3840.0,蟲,♂ 1 : ♀ 1,200.0,カブルモ,蛻皮,蟲之預感,1000000.0,Karrablast,昆蟲類,"0.5m / 1'08""",,,---,5.9kg / 13lbs,蟲,
135.0,105.0,70.0,60.0,105.0,20.0,騎士蝸牛,589.0,70,防塵,3840.0,蟲 / 鋼,♂ 1 : ♀ 1,75.0,シュバルゴ,蟲之預感,硬殼盔甲,1000000.0,Escavalier,昆蟲類,"1m / 3'03""",挺住基礎捨身衝撞基礎致命針刺基礎啄基礎,瞪眼基礎快速防守基礎雙針Lv4瞪眼Lv8,---,33kg / 72.8lbs,蟲 , 鋼
55.0,45.0,69.0,55.0,55.0,15.0,哎呀球菇,590.0,70,再生力,5120.0,草 / 毒,♂ 1 : ♀ 1,190.0,タマゲタケ,孢子,,1000000.0,Foongus,,"0.2m / 0'08""",590哎呀球菇→591敗露球菇進化條件：Level 39,,---,1kg / 2.2lbs,草 , 毒
85.0,70.0,114.0,85.0,80.0,30.0,敗露球菇,591.0,70,再生力,5120.0,草 / 毒,♂ 1 : ♀ 1,75.0,モロバレル,孢子,,1000000.0,Amoonguss,,"0.6m / 2'00""",590哎呀球菇→591敗露球菇進化條件：Level 39,,---,10.5kg / 23.1lbs,草 , 毒
40.0,50.0,55.0,65.0,85.0,40.0,輕飄飄,592.0,70,濕氣,5120.0,水 / 鬼,♂ 1 : ♀ 1,190.0,プルリル,儲水,詛咒之軀,1000000.0,Frillish,不定形類,"1.2m / 3'11""",592輕飄飄→593胖嘟嘟進化條件：Level 40,,---,33kg / 72.8lbs,水 , 鬼
60.0,70.0,100.0,85.0,105.0,60.0,胖嘟嘟,593.0,70,濕氣,5120.0,水 / 鬼,♂ 1 : ♀ 1,60.0,ブルンゲル,儲水,詛咒之軀,1000000.0,Jellicent,不定形類,"2.2m / 7'03""",592輕飄飄→593胖嘟嘟進化條件：Level 40,,---,135kg / 297.6lbs,水 , 鬼
75.0,80.0,165.0,40.0,45.0,65.0,保姆曼波,594.0,70,再生力,10240.0,水,♂ 1 : ♀ 1,75.0,ママンボウ,濕潤之軀,治癒之心,800000.0,Alomomola,水中類1 / 水中類2,"1.2m / 3'11""",,,157,31.6kg / 69.7lbs,水,
47.0,50.0,50.0,57.0,50.0,65.0,電電蟲,595.0,70,蟲之預感,5120.0,蟲 / 電,♂ 1 : ♀ 1,190.0,バチュル,緊張感,,1000000.0,Joltik,昆蟲類,"0.1m / 0'04""",595電電蟲→596電蜘蛛進化條件：Level 36,,---,0.6kg / 1.3lbs,蟲 , 電
77.0,60.0,70.0,97.0,60.0,108.0,電蜘蛛,596.0,70,蟲之預感,5120.0,蟲 / 電,♂ 1 : ♀ 1,75.0,デンチュラ,緊張感,,1000000.0,Galvantula,昆蟲類,"0.8m / 2'07""",595電電蟲→596電蜘蛛進化條件：Level 36,,---,14.3kg / 31.5lbs,蟲 , 電
50.0,91.0,44.0,24.0,86.0,10.0,種子鐵球,597.0,70,沒有隱藏特性,5120.0,草 / 鋼,♂ 1 : ♀ 1,255.0,テッシード,鐵刺,,1000000.0,Ferroseed,植物類 / 礦物類,"0.6m / 2'00""",597種子鐵球→598堅果啞鈴進化條件：Level 40,,---,18.8kg / 41.4lbs,草 , 鋼
94.0,131.0,74.0,54.0,116.0,20.0,堅果啞鈴,598.0,70,危險預知,5120.0,草 / 鋼,♂ 1 : ♀ 1,90.0,ナットレイ,鐵刺,,1000000.0,Ferrothorn,植物類 / 礦物類,"1m / 3'03""",597種子鐵球→598堅果啞鈴進化條件：Level 40,,---,110kg / 242.5lbs,草 , 鋼
55.0,70.0,40.0,45.0,60.0,30.0,齒輪兒,599.0,70,恒淨之軀,5120.0,鋼,沒有性別,130.0,ギアル,正電,負電,1059860.0,Klink,礦物類,"0.3m / 1'00""",599齒輪兒→600齒輪組進化條件：Level 38,600齒輪組→601齒輪怪進化條件：Level 49,---,21kg / 46.3lbs,鋼,
80.0,95.0,60.0,70.0,85.0,50.0,齒輪組,600.0,70,恒淨之軀,5120.0,鋼,沒有性別,60.0,ギギアル,正電,負電,1059860.0,Klang,礦物類,"0.6m / 2'00""",599齒輪兒→600齒輪組進化條件：Level 38,600齒輪組→601齒輪怪進化條件：Level 49,---,51kg / 112.4lbs,鋼,
100.0,115.0,60.0,70.0,85.0,90.0,齒輪怪,601.0,70,恒淨之軀,5120.0,鋼,沒有性別,30.0,ギギギアル,正電,負電,1059860.0,Klinklang,礦物類,"0.6m / 2'00""",599齒輪兒→600齒輪組進化條件：Level 38,600齒輪組→601齒輪怪進化條件：Level 49,---,81kg / 178.6lbs,鋼,
55.0,40.0,35.0,45.0,40.0,60.0,麻麻小魚,602.0,70,沒有隱藏特性,5120.0,電,♂ 1 : ♀ 1,190.0,シビシラス,飄浮,,1250000.0,Tynamo,不定形類,"0.2m / 0'08""",602麻麻小魚→603麻麻鰻進化條件：Level 39,603麻麻鰻→604麻麻鰻魚王進化條件：使用道具「雷之石」,---,0.3kg / 0.7lbs,電,
85.0,70.0,65.0,75.0,70.0,40.0,麻麻鰻,603.0,70,沒有隱藏特性,5120.0,電,♂ 1 : ♀ 1,60.0,シビビール,飄浮,,1250000.0,Eelektrik,不定形類,"1.2m / 3'11""",602麻麻小魚→603麻麻鰻進化條件：Level 39,603麻麻鰻→604麻麻鰻魚王進化條件：使用道具「雷之石」,---,22kg / 48.5lbs,電,
115.0,80.0,85.0,105.0,80.0,50.0,麻麻鰻魚王,604.0,70,沒有隱藏特性,5120.0,電,♂ 1 : ♀ 1,30.0,シビルドン,飄浮,,1250000.0,Eelektross,不定形類,"2.1m / 6'11""",602麻麻小魚→603麻麻鰻進化條件：Level 39,603麻麻鰻→604麻麻鰻魚王進化條件：使用道具「雷之石」,---,80.5kg / 177.5lbs,電,
55.0,55.0,55.0,85.0,55.0,30.0,小灰怪,605.0,70,分析,5120.0,超,♂ 1 : ♀ 1,255.0,リグレー,同步,,1000000.0,Elgyem,人型類,"0.5m / 1'08""",605小灰怪→606大宇怪進化條件：Level 42,,---,9kg / 19.8lbs,超,
75.0,75.0,75.0,125.0,95.0,40.0,大宇怪,606.0,70,分析,5120.0,超,♂ 1 : ♀ 1,90.0,オーベム,同步,,1000000.0,Beheeyem,人型類,"1m / 3'03""",605小灰怪→606大宇怪進化條件：Level 42,,---,34.5kg / 76.1lbs,超,
30.0,55.0,50.0,65.0,55.0,20.0,燭光靈,607.0,70,穿透,5120.0,鬼 / 火,♂ 1 : ♀ 1,190.0,ヒトモシ,引火,火焰之軀,1059860.0,Litwick,不定形類,"0.3m / 1'00""",607燭光靈→608燈火幽靈進化條件：Level 41,608燈火幽靈→609水晶燈火靈進化條件：使用道具「暗之石」,---,3.1kg / 6.8lbs,鬼 , 火
40.0,60.0,60.0,95.0,60.0,55.0,燈火幽靈,608.0,70,穿透,5120.0,鬼 / 火,♂ 1 : ♀ 1,90.0,ランプラー,引火,火焰之軀,1059860.0,Lampent,不定形類,"0.6m / 2'00""",607燭光靈→608燈火幽靈進化條件：Level 41,608燈火幽靈→609水晶燈火靈進化條件：使用道具「暗之石」,---,13kg / 28.7lbs,鬼 , 火
55.0,90.0,60.0,145.0,90.0,80.0,水晶燈火靈,609.0,70,穿透,5120.0,鬼 / 火,♂ 1 : ♀ 1,45.0,シャンデラ,引火,火焰之軀,1059860.0,Chandelure,不定形類,"1m / 3'03""",607燭光靈→608燈火幽靈進化條件：Level 41,608燈火幽靈→609水晶燈火靈進化條件：使用道具「暗之石」,---,34.3kg / 75.6lbs,鬼 , 火
87.0,60.0,46.0,30.0,40.0,57.0,牙牙,610.0,35,緊張感,10240.0,龍,♂ 1 : ♀ 1,75.0,キバゴ,鬥爭心,破格,1250000.0,Axew,怪獸類 / 龍類,"0.6m / 2'00""",610牙牙→611斧牙龍進化條件：Level 38,611斧牙龍→612雙斧戰龍進化條件：Level 48,---,18kg / 39.7lbs,龍,
117.0,70.0,66.0,40.0,50.0,67.0,斧牙龍,611.0,35,緊張感,10240.0,龍,♂ 1 : ♀ 1,60.0,オノンド,鬥爭心,破格,1250000.0,Fraxure,怪獸類 / 龍類,"1m / 3'03""",610牙牙→611斧牙龍進化條件：Level 38,611斧牙龍→612雙斧戰龍進化條件：Level 48,---,36kg / 79.4lbs,龍,
147.0,90.0,76.0,60.0,70.0,97.0,雙斧戰龍,612.0,35,緊張感,10240.0,龍,♂ 1 : ♀ 1,45.0,オノノクス,鬥爭心,破格,1250000.0,Haxorus,怪獸類 / 龍類,"1.8m / 5'11""",610牙牙→611斧牙龍進化條件：Level 38,611斧牙龍→612雙斧戰龍進化條件：Level 48,---,105.5kg / 232.6lbs,龍,
70.0,40.0,55.0,60.0,40.0,40.0,噴嚏熊,613.0,70,膽怯,5120.0,冰,♂ 1 : ♀ 1,120.0,クマシュン,雪隱,,1000000.0,Cubchoo,陸上類,"0.5m / 1'08""",613噴嚏熊→614凍原熊進化條件：Level 37,,---,8.5kg / 18.7lbs,冰,
130.0,80.0,95.0,70.0,80.0,50.0,凍原熊,614.0,70,悠游自如,5120.0,冰,♂ 1 : ♀ 1,60.0,ツンベアー,雪隱,,1000000.0,Beartic,陸上類,"2.6m / 8'06""",613噴嚏熊→614凍原熊進化條件：Level 37,,---,260kg / 573.2lbs,冰,
50.0,50.0,80.0,95.0,135.0,105.0,幾何雪花,615.0,70,沒有隱藏特性,6400.0,冰,沒有性別,25.0,フリージオ,飄浮,,1000000.0,Cryogonal,礦物類,"1.1m / 3'07""",,,---,148kg / 326.3lbs,冰,
40.0,85.0,50.0,40.0,65.0,25.0,小嘴蝸,616.0,70,防塵,3840.0,蟲,♂ 1 : ♀ 1,200.0,チョボマキ,硬殼盔甲,濕潤之軀,1000000.0,Shelmet,昆蟲類,"0.4m / 1'04""",,,---,7.7kg / 17lbs,蟲,
70.0,40.0,80.0,100.0,60.0,145.0,敏捷蟲,617.0,70,輕裝,3840.0,蟲,♂ 1 : ♀ 1,75.0,アギルダー,黏著,,1000000.0,Accelgor,昆蟲類,"0.8m / 2'07""",溶解液基礎飛水手裡劍基礎搏命基礎力量互換基礎,吸取基礎酸液炸彈基礎影子分身基礎電光一閃Lv4,---,25.3kg / 55.8lbs,蟲,
66.0,84.0,109.0,81.0,99.0,32.0,泥巴魚,618.0,70,沙隱,5120.0,地 / 電,♂ 1 : ♀ 1,75.0,マッギョ,柔軟,靜電,1000000.0,Stunfisk,水中類1 / 不定形類,"0.7m / 2'04""",,,---,11kg / 24.3lbs,地 , 電
85.0,50.0,45.0,55.0,50.0,65.0,功夫鼬,619.0,70,捨身,6400.0,格,♂ 1 : ♀ 1,180.0,コジョフー,精神力,再生力,1059860.0,Mienfoo,陸上類 / 人型類,"0.9m / 2'11""",619功夫鼬→620師父鼬進化條件：Level 50,,---,20kg / 44.1lbs,格,
125.0,60.0,65.0,95.0,60.0,105.0,師父鼬,620.0,70,捨身,6400.0,格,♂ 1 : ♀ 1,45.0,コジョンド,精神力,再生力,1059860.0,Mienshao,陸上類 / 人型類,"1.4m / 4'07""",619功夫鼬→620師父鼬進化條件：Level 50,,---,35.5kg / 78.3lbs,格,
120.0,90.0,77.0,60.0,90.0,48.0,赤面龍,621.0,70,破格,7680.0,龍,♂ 1 : ♀ 1,45.0,クリムガン,粗糙皮膚,強行,1000000.0,Druddigon,龍類 / 怪獸類,"1.6m / 5'03""",,,---,139kg / 306.4lbs,龍,
74.0,50.0,59.0,35.0,50.0,35.0,泥偶小人,622.0,70,無防守,6400.0,地 / 鬼,沒有性別,190.0,ゴビット,鐵拳,笨拙,1000000.0,Golett,礦物類,"1m / 3'03""",622泥偶小人→623泥偶巨人進化條件：Level 43,,---,92kg / 202.8lbs,地 , 鬼
124.0,80.0,89.0,55.0,80.0,55.0,泥偶巨人,623.0,70,無防守,6400.0,地 / 鬼,沒有性別,90.0,ゴルーグ,鐵拳,笨拙,1000000.0,Golurk,礦物類,"2.8m / 9'02""",622泥偶小人→623泥偶巨人進化條件：Level 43,,---,330kg / 727.5lbs,地 , 鬼
85.0,70.0,45.0,40.0,40.0,60.0,駒刀小兵,624.0,35,壓迫感,5120.0,惡 / 鋼,♂ 1 : ♀ 1,120.0,コマタナ,精神力,不服輸,1000000.0,Pawniard,人型類,"0.5m / 1'08""",624駒刀小兵→625劈斬司令進化條件：Level 52,,---,10.2kg / 22.5lbs,惡 , 鋼
125.0,100.0,65.0,60.0,70.0,70.0,劈斬司令,625.0,35,壓迫感,5120.0,惡 / 鋼,♂ 1 : ♀ 1,45.0,キリキザン,精神力,不服輸,1000000.0,Bisharp,人型類,"1.6m / 5'03""",624駒刀小兵→625劈斬司令進化條件：Level 52,,---,70kg / 154.3lbs,惡 , 鋼
110.0,95.0,95.0,40.0,95.0,55.0,爆炸頭水牛,626.0,70,隔音,5120.0,普,♂ 1 : ♀ 1,45.0,バッフロン,捨身,食草,1000000.0,Bouffalant,陸上類,"1.6m / 5'03""",,,---,94.6kg / 208.6lbs,普,
83.0,50.0,70.0,37.0,50.0,60.0,毛頭小鷹,627.0,70,活力,5120.0,普 / 飛,♂ 1 : ♀ 0,190.0,ワシボン,銳利目光,,1250000.0,Rufflet,飛行類,"0.5m / 1'08""",627毛頭小鷹→628勇士雄鷹進化條件：Level 54,,75,10.5kg / 23.1lbs,普 , 飛
123.0,75.0,100.0,57.0,75.0,80.0,勇士雄鷹,628.0,70,不服輸,5120.0,普 / 飛,♂ 1 : ♀ 0,60.0,ウォーグル,銳利目光,,1250000.0,Braviary,飛行類,"1.5m / 4'11""",627毛頭小鷹→628勇士雄鷹進化條件：Level 54,,76,41kg / 90.4lbs,普 , 飛
55.0,75.0,70.0,45.0,65.0,60.0,禿鷹丫頭,629.0,35,碎裂鎧甲,5120.0,惡 / 飛,♂ 0 : ♀ 1,190.0,バルチャイ,防塵,健壯胸肌,1250000.0,Vullaby,飛行類,"0.5m / 1'08""",629禿鷹丫頭→630禿鷹娜進化條件：Level 54,,77,9kg / 19.8lbs,惡 , 飛
65.0,105.0,110.0,55.0,95.0,80.0,禿鷹娜,630.0,35,碎裂鎧甲,5120.0,惡 / 飛,♂ 0 : ♀ 1,60.0,バルジーナ,防塵,健壯胸肌,1250000.0,Mandibuzz,飛行類,"1.2m / 3'11""",629禿鷹丫頭→630禿鷹娜進化條件：Level 54,,78,39.5kg / 87.1lbs,惡 , 飛
97.0,66.0,85.0,105.0,66.0,65.0,熔蟻獸,631.0,70,白色煙霧,5120.0,火,♂ 1 : ♀ 1,90.0,クイタラン,引火,貪吃鬼,1000000.0,Heatmor,陸上類,"1.4m / 4'07""",,,---,58kg / 127.9lbs,火,
109.0,112.0,58.0,48.0,48.0,109.0,鐵蟻,632.0,70,懶惰,5120.0,蟲 / 鋼,♂ 1 : ♀ 1,90.0,アイアント,活力,,1000000.0,Durant,昆蟲類,"0.3m / 1'00""",,,---,33kg / 72.8lbs,蟲 , 鋼
65.0,50.0,52.0,45.0,50.0,38.0,單首龍,633.0,35,沒有隱藏特性,10240.0,惡 / 龍,♂ 1 : ♀ 1,45.0,モノズ,活力,,1250000.0,Deino,龍類,"0.8m / 2'07""",633單首龍→634雙首暴龍進化條件：Level 50,634雙首暴龍→635三首惡龍進化條件：Level 64,---,17.3kg / 38.1lbs,惡 , 龍
85.0,70.0,72.0,65.0,70.0,58.0,雙首暴龍,634.0,35,沒有隱藏特性,10240.0,惡 / 龍,♂ 1 : ♀ 1,45.0,ジヘッド,活力,,1250000.0,Zweilous,龍類,"1.4m / 4'07""",633單首龍→634雙首暴龍進化條件：Level 50,634雙首暴龍→635三首惡龍進化條件：Level 64,---,50kg / 110.2lbs,惡 , 龍
105.0,90.0,92.0,125.0,90.0,98.0,三首惡龍,635.0,35,沒有隱藏特性,10240.0,惡 / 龍,♂ 1 : ♀ 1,45.0,サザンドラ,飄浮,,1250000.0,Hydreigon,龍類,"1.8m / 5'11""",633單首龍→634雙首暴龍進化條件：Level 50,634雙首暴龍→635三首惡龍進化條件：Level 64,---,160kg / 352.7lbs,惡 , 龍
85.0,55.0,55.0,50.0,55.0,60.0,燃燒蟲,636.0,70,蟲之預感,10240.0,蟲 / 火,♂ 1 : ♀ 1,45.0,メラルバ,火焰之軀,,1250000.0,Larvesta,昆蟲類,"1.1m / 3'07""",636燃燒蟲→637火神蛾進化條件：Level 59,,---,28.8kg / 63.5lbs,蟲 , 火
60.0,65.0,85.0,135.0,105.0,100.0,火神蛾,637.0,70,蟲之預感,10240.0,蟲 / 火,♂ 1 : ♀ 1,15.0,ウルガモス,火焰之軀,,1250000.0,Volcarona,昆蟲類,"1.6m / 5'03""",636燃燒蟲→637火神蛾進化條件：Level 59,,---,46kg / 101.4lbs,蟲 , 火
90.0,129.0,91.0,90.0,72.0,108.0,勾帕路翁,638.0,35,沒有隱藏特性,20480.0,鋼 / 格,沒有性別,3.0,コバルオン,正義之心,,1250000.0,Cobalion,,"2.1m / 6'11""",,,---,250kg / 551.1lbs,鋼 , 格
129.0,90.0,91.0,72.0,90.0,108.0,代拉基翁,639.0,35,沒有隱藏特性,20480.0,岩 / 格,沒有性別,3.0,テラキオン,正義之心,,1250000.0,Terrakion,,"1.9m / 6'03""",,,---,260kg / 573.2lbs,岩 , 格
90.0,72.0,91.0,90.0,129.0,108.0,畢力吉翁,640.0,35,沒有隱藏特性,20480.0,草 / 格,沒有性別,3.0,ビリジオン,正義之心,,1250000.0,Virizion,,"2m / 6'07""",,,---,200kg / 440.9lbs,草 , 格
115.0,70.0,79.0,125.0,80.0,111.0,龍卷雲,641.0,90,沒有隱藏特性,30720.0,飛,♂ 1 : ♀ 0,3.0,トルネロス,不服輸,惡作劇之心,1250000.0,Tornadus,,"1.5m / 4'11""",,,---,63kg / 138.9lbs,飛,
